Detector,Familia,DR_global,AR_global,tau,TipoAnomalia,DR_tipo,n_tipo,n_orig,muestra
Autoencoder,C-ML,0.9714,0.1,0.0416,DesacopleCanales,1.0,20,300,ambiental
Autoencoder,C-ML,0.9714,0.1,0.0416,RafagaMuestreo,1.0,20,300,ambiental
RobustPCA,D-Alternativo,0.95,0.1,0.0507,SaltoCalibracion,0.85,20,300,ambiental
RobustPCA,D-Alternativo,0.95,0.1,0.0507,DerivaSensor,1.0,20,300,ambiental
RobustPCA,D-Alternativo,0.95,0.1,0.0507,SensorCongelado,0.8,20,300,ambiental
RobustPCA,D-Alternativo,0.95,0.1,0.0507,PicoTransitorio,1.0,20,300,ambiental
RobustPCA,D-Alternativo,0.95,0.1,0.0507,RuidoElectronico,1.0,20,300,ambiental
RobustPCA,D-Alternativo,0.95,0.1,0.0507,DesacopleCanales,1.0,20,300,ambiental
RobustPCA,D-Alternativo,0.95,0.1,0.0507,RafagaMuestreo,1.0,20,300,ambiental
Conformal,D-Alternativo,0.8357,0.0967,0.8624,SaltoCalibracion,0.65,20,300,ambiental
Conformal,D-Alternativo,0.8357,0.0967,0.8624,DerivaSensor,1.0,20,300,ambiental
Conformal,D-Alternativo,0.8357,0.0967,0.8624,SensorCongelado,0.3,20,300,ambiental
Conformal,D-Alternativo,0.8357,0.0967,0.8624,PicoTransitorio,1.0,20,300,ambiental
Conformal,D-Alternativo,0.8357,0.0967,0.8624,RuidoElectronico,0.95,20,300,ambiental
Conformal,D-Alternativo,0.8357,0.0967,0.8624,DesacopleCanales,1.0,20,300,ambiental
Conformal,D-Alternativo,0.8357,0.0967,0.8624,RafagaMuestreo,0.95,20,300,ambiental
SigKernel_d2,Signatures,0.0857,0.1,0.9139,SaltoCalibracion,0.05,20,300,ambiental
SigKernel_d2,Signatures,0.0857,0.1,0.9139,DerivaSensor,0.2,20,300,ambiental
SigKernel_d2,Signatures,0.0857,0.1,0.9139,SensorCongelado,0.15,20,300,ambiental
