casa_idx,tipo,detector,familia,score_raw,score_norm,tau_norm,detectado
5,Smoothing,IForest,C-ML,0.040012,0.038951,0.779762,False
5,FlipSchedule,IForest,C-ML,0.11775,0.117068,0.779762,False
5,SuddenDrop,IForest,C-ML,0.608858,0.610564,0.779762,False
5,SyntheticNoise,IForest,C-ML,0.070613,0.069701,0.779762,False
5,FlatLine,IForest,C-ML,0.207963,0.207719,0.779762,False
5,SpikeEvent,IForest,C-ML,0.119708,0.119035,0.779762,False
6,normal,IForest,C-ML,0.128396,0.127765,0.779762,False
6,PartialBypass,IForest,C-ML,0.139682,0.139106,0.779762,False
6,Smoothing,IForest,C-ML,0.058957,0.057989,0.779762,False
6,FlipSchedule,IForest,C-ML,0.352989,0.353451,0.779762,False
6,SuddenDrop,IForest,C-ML,0.602044,0.603717,0.779762,False
6,SyntheticNoise,IForest,C-ML,0.211867,0.211643,0.779762,False
6,FlatLine,IForest,C-ML,0.308964,0.309211,0.779762,False
6,SpikeEvent,IForest,C-ML,0.179183,0.178799,0.779762,False
7,normal,IForest,C-ML,0.673594,0.675615,0.779762,False
7,PartialBypass,IForest,C-ML,0.362416,0.362924,0.779762,False
7,Smoothing,IForest,C-ML,0.320008,0.320309,0.779762,False
7,FlipSchedule,IForest,C-ML,0.640152,0.64201,0.779762,False
7,SuddenDrop,IForest,C-ML,0.583908,0.585493,0.779762,False
7,SyntheticNoise,IForest,C-ML,0.784498,0.787059,0.779762,True
7,FlatLine,IForest,C-ML,0.6863,0.688384,0.779762,False
7,SpikeEvent,IForest,C-ML,0.724647,0.726917,0.779762,False
8,normal,IForest,C-ML,0.657368,0.65931,0.779762,False
8,PartialBypass,IForest,C-ML,0.244259,0.244192,0.779762,False
8,Smoothing,IForest,C-ML,0.529331,0.530651,0.779762,False
8,FlipSchedule,IForest,C-ML,0.508684,0.509903,0.779762,False
8,SuddenDrop,IForest,C-ML,0.460649,0.461635,0.779762,False
8,SyntheticNoise,IForest,C-ML,0.689801,0.691901,0.779762,False
8,FlatLine,IForest,C-ML,0.671786,0.673798,0.779762,False
8,SpikeEvent,IForest,C-ML,0.698687,0.700831,0.779762,False
9,normal,IForest,C-ML,0.983282,0.98681,0.779762,True
9,PartialBypass,IForest,C-ML,0.186372,0.186023,0.779762,False
9,Smoothing,IForest,C-ML,0.992008,0.995579,0.779762,True
9,FlipSchedule,IForest,C-ML,0.883887,0.886931,0.779762,True
9,SuddenDrop,IForest,C-ML,0.494273,0.495423,0.779762,False
9,SyntheticNoise,IForest,C-ML,0.92509,0.928335,0.779762,True
9,FlatLine,IForest,C-ML,0.941676,0.945002,0.779762,True
9,SpikeEvent,IForest,C-ML,1.0,1.00361,0.779762,True
0,normal,KDE,A-Estadistico,0.036489,0.034449,1.0,False
0,PartialBypass,KDE,A-Estadistico,0.043461,0.041436,1.0,False
0,Smoothing,KDE,A-Estadistico,0.017343,0.015262,1.0,False
0,FlipSchedule,KDE,A-Estadistico,0.048368,0.046352,1.0,False
0,SuddenDrop,KDE,A-Estadistico,0.061153,0.059165,1.0,False
0,SyntheticNoise,KDE,A-Estadistico,0.040231,0.038198,1.0,False
0,FlatLine,KDE,A-Estadistico,0.07872,0.076769,1.0,False
0,SpikeEvent,KDE,A-Estadistico,0.066402,0.064425,1.0,False
1,normal,KDE,A-Estadistico,0.025797,0.023734,1.0,False
1,PartialBypass,KDE,A-Estadistico,0.032279,0.03023,1.0,False
1,Smoothing,KDE,A-Estadistico,0.008427,0.006327,1.0,False
1,FlipSchedule,KDE,A-Estadistico,0.095374,0.093458,1.0,False
1,SuddenDrop,KDE,A-Estadistico,0.061878,0.059892,1.0,False
1,SyntheticNoise,KDE,A-Estadistico,0.027178,0.025117,1.0,False
1,FlatLine,KDE,A-Estadistico,0.016487,0.014404,1.0,False
1,SpikeEvent,KDE,A-Estadistico,0.15362,0.151827,1.0,False
2,normal,KDE,A-Estadistico,0.000243,0.0,1.0,False
2,PartialBypass,KDE,A-Estadistico,0.024331,0.022265,1.0,False
2,Smoothing,KDE,A-Estadistico,0.010499,0.008404,1.0,False
2,FlipSchedule,KDE,A-Estadistico,0.052752,0.050746,1.0,False
2,SuddenDrop,KDE,A-Estadistico,0.055734,0.053735,1.0,False
2,SyntheticNoise,KDE,A-Estadistico,0.00045,0.0,1.0,False
2,FlatLine,KDE,A-Estadistico,0.048515,0.0465,1.0,False
2,SpikeEvent,KDE,A-Estadistico,0.019316,0.017239,1.0,False
3,normal,KDE,A-Estadistico,0.024183,0.022116,1.0,False
3,PartialBypass,KDE,A-Estadistico,0.041776,0.039747,1.0,False
3,Smoothing,KDE,A-Estadistico,0.007295,0.005193,1.0,False
3,FlipSchedule,KDE,A-Estadistico,0.10907,0.107183,1.0,False
3,SuddenDrop,KDE,A-Estadistico,0.057704,0.055709,1.0,False
3,SyntheticNoise,KDE,A-Estadistico,0.023922,0.021855,1.0,False
3,FlatLine,KDE,A-Estadistico,0.018133,0.016053,1.0,False
3,SpikeEvent,KDE,A-Estadistico,0.024183,0.022116,1.0,False
4,normal,KDE,A-Estadistico,0.0,0.0,1.0,False
4,PartialBypass,KDE,A-Estadistico,0.030502,0.028448,1.0,False
4,Smoothing,KDE,A-Estadistico,0.009306,0.007208,1.0,False
4,FlipSchedule,KDE,A-Estadistico,0.070903,0.068935,1.0,False
4,SuddenDrop,KDE,A-Estadistico,0.059235,0.057243,1.0,False
4,SyntheticNoise,KDE,A-Estadistico,0.000455,0.0,1.0,False
4,FlatLine,KDE,A-Estadistico,0.00592,0.003815,1.0,False
4,SpikeEvent,KDE,A-Estadistico,0.038912,0.036877,1.0,False
5,normal,KDE,A-Estadistico,0.018258,0.016179,1.0,False
5,PartialBypass,KDE,A-Estadistico,0.016535,0.014452,1.0,False
5,Smoothing,KDE,A-Estadistico,0.018366,0.016287,1.0,False
5,FlipSchedule,KDE,A-Estadistico,0.041056,0.039025,1.0,False
5,SuddenDrop,KDE,A-Estadistico,0.061321,0.059333,1.0,False
5,SyntheticNoise,KDE,A-Estadistico,0.014295,0.012208,1.0,False
5,FlatLine,KDE,A-Estadistico,0.044964,0.042942,1.0,False
5,SpikeEvent,KDE,A-Estadistico,0.082007,0.080062,1.0,False
6,normal,KDE,A-Estadistico,0.03381,0.031764,1.0,False
6,PartialBypass,KDE,A-Estadistico,0.016212,0.014129,1.0,False
6,Smoothing,KDE,A-Estadistico,0.014879,0.012793,1.0,False
6,FlipSchedule,KDE,A-Estadistico,0.187011,0.185289,1.0,False
6,SuddenDrop,KDE,A-Estadistico,0.059554,0.057562,1.0,False
6,SyntheticNoise,KDE,A-Estadistico,0.034731,0.032687,1.0,False
6,FlatLine,KDE,A-Estadistico,0.102167,0.100266,1.0,False
6,SpikeEvent,KDE,A-Estadistico,0.051248,0.049239,1.0,False
7,normal,KDE,A-Estadistico,0.161567,0.159791,1.0,False
7,PartialBypass,KDE,A-Estadistico,0.059747,0.057756,1.0,False
7,Smoothing,KDE,A-Estadistico,0.0382,0.036163,1.0,False
7,FlipSchedule,KDE,A-Estadistico,0.325531,0.324103,1.0,False
7,SuddenDrop,KDE,A-Estadistico,0.063351,0.061367,1.0,False
7,SyntheticNoise,KDE,A-Estadistico,0.135733,0.133903,1.0,False
7,FlatLine,KDE,A-Estadistico,0.390965,0.389676,1.0,False
7,SpikeEvent,KDE,A-Estadistico,0.132013,0.130175,1.0,False
8,normal,KDE,A-Estadistico,0.117195,0.115325,1.0,False
8,PartialBypass,KDE,A-Estadistico,0.054014,0.052011,1.0,False
8,Smoothing,KDE,A-Estadistico,0.050697,0.048687,1.0,False
8,FlipSchedule,KDE,A-Estadistico,0.075576,0.073619,1.0,False
8,SuddenDrop,KDE,A-Estadistico,0.056407,0.054408,1.0,False
8,SyntheticNoise,KDE,A-Estadistico,0.121449,0.119588,1.0,False
8,FlatLine,KDE,A-Estadistico,0.214528,0.212865,1.0,False
8,SpikeEvent,KDE,A-Estadistico,0.543561,0.542594,1.0,False
9,normal,KDE,A-Estadistico,0.292673,0.291175,1.0,False
9,PartialBypass,KDE,A-Estadistico,0.037828,0.03579,1.0,False
9,Smoothing,KDE,A-Estadistico,0.126355,0.124505,1.0,False
9,FlipSchedule,KDE,A-Estadistico,0.402933,0.401669,1.0,False
9,SuddenDrop,KDE,A-Estadistico,0.052905,0.0509,1.0,False
9,SyntheticNoise,KDE,A-Estadistico,0.32679,0.325364,1.0,False
9,FlatLine,KDE,A-Estadistico,0.404512,0.403251,1.0,False
9,SpikeEvent,KDE,A-Estadistico,1.0,1.0,1.0,True
0,normal,KMeans,B-Clustering,0.169984,0.16174,0.887284,False
0,PartialBypass,KMeans,B-Clustering,0.193865,0.186663,0.887284,False
0,Smoothing,KMeans,B-Clustering,0.105522,0.094466,0.887284,False
0,FlipSchedule,KMeans,B-Clustering,0.188904,0.181486,0.887284,False
0,SuddenDrop,KMeans,B-Clustering,0.235268,0.229873,0.887284,False
0,SyntheticNoise,KMeans,B-Clustering,0.176469,0.168508,0.887284,False
0,FlatLine,KMeans,B-Clustering,0.258324,0.253934,0.887284,False
0,SpikeEvent,KMeans,B-Clustering,0.221476,0.215479,0.887284,False
1,normal,KMeans,B-Clustering,0.098074,0.086692,0.887284,False
1,PartialBypass,KMeans,B-Clustering,0.144484,0.135128,0.887284,False
1,Smoothing,KMeans,B-Clustering,0.064504,0.051657,0.887284,False
1,FlipSchedule,KMeans,B-Clustering,0.288511,0.285439,0.887284,False
1,SuddenDrop,KMeans,B-Clustering,0.231101,0.225523,0.887284,False
1,SyntheticNoise,KMeans,B-Clustering,0.106679,0.095673,0.887284,False
1,FlatLine,KMeans,B-Clustering,0.072419,0.059918,0.887284,False
1,SpikeEvent,KMeans,B-Clustering,0.313357,0.311369,0.887284,False
2,normal,KMeans,B-Clustering,0.016776,0.001847,0.887284,False
2,PartialBypass,KMeans,B-Clustering,0.131844,0.121936,0.887284,False
2,Smoothing,KMeans,B-Clustering,0.062511,0.049578,0.887284,False
2,FlipSchedule,KMeans,B-Clustering,0.187559,0.180082,0.887284,False
2,SuddenDrop,KMeans,B-Clustering,0.218853,0.212741,0.887284,False
2,SyntheticNoise,KMeans,B-Clustering,0.016813,0.001886,0.887284,False
2,FlatLine,KMeans,B-Clustering,0.148022,0.13882,0.887284,False
2,SpikeEvent,KMeans,B-Clustering,0.075296,0.062921,0.887284,False
3,normal,KMeans,B-Clustering,0.113197,0.102476,0.887284,False
3,PartialBypass,KMeans,B-Clustering,0.176507,0.168548,0.887284,False
3,Smoothing,KMeans,B-Clustering,0.044482,0.030763,0.887284,False
3,FlipSchedule,KMeans,B-Clustering,0.326939,0.325543,0.887284,False
3,SuddenDrop,KMeans,B-Clustering,0.21969,0.213615,0.887284,False
3,SyntheticNoise,KMeans,B-Clustering,0.1141,0.103418,0.887284,False
3,FlatLine,KMeans,B-Clustering,0.071242,0.05869,0.887284,False
3,SpikeEvent,KMeans,B-Clustering,0.113197,0.102476,0.887284,False
4,normal,KMeans,B-Clustering,0.0,0.0,0.887284,False
4,PartialBypass,KMeans,B-Clustering,0.150098,0.140986,0.887284,False
4,Smoothing,KMeans,B-Clustering,0.037456,0.023429,0.887284,False
4,FlipSchedule,KMeans,B-Clustering,0.220441,0.214399,0.887284,False
4,SuddenDrop,KMeans,B-Clustering,0.227238,0.221492,0.887284,False
4,SyntheticNoise,KMeans,B-Clustering,0.006759,0.0,0.887284,False
4,FlatLine,KMeans,B-Clustering,0.003232,0.0,0.887284,False
4,SpikeEvent,KMeans,B-Clustering,0.151723,0.142683,0.887284,False
5,normal,KMeans,B-Clustering,0.046002,0.032349,0.887284,False
5,PartialBypass,KMeans,B-Clustering,0.09464,0.083109,0.887284,False
5,Smoothing,KMeans,B-Clustering,0.049345,0.035838,0.887284,False
5,FlipSchedule,KMeans,B-Clustering,0.112652,0.101906,0.887284,False
5,SuddenDrop,KMeans,B-Clustering,0.233679,0.228214,0.887284,False
5,SyntheticNoise,KMeans,B-Clustering,0.036851,0.022798,0.887284,False
5,FlatLine,KMeans,B-Clustering,0.110422,0.099579,0.887284,False
5,SpikeEvent,KMeans,B-Clustering,0.162475,0.153903,0.887284,False
6,normal,KMeans,B-Clustering,0.081268,0.069153,0.887284,False
6,PartialBypass,KMeans,B-Clustering,0.101121,0.089872,0.887284,False
6,Smoothing,KMeans,B-Clustering,0.015516,0.000532,0.887284,False
6,FlipSchedule,KMeans,B-Clustering,0.367095,0.367452,0.887284,False
6,SuddenDrop,KMeans,B-Clustering,0.226933,0.221174,0.887284,False
6,SyntheticNoise,KMeans,B-Clustering,0.074286,0.061867,0.887284,False
6,FlatLine,KMeans,B-Clustering,0.203728,0.196956,0.887284,False
6,SpikeEvent,KMeans,B-Clustering,0.120137,0.109718,0.887284,False
7,normal,KMeans,B-Clustering,0.304869,0.30251,0.887284,False
7,PartialBypass,KMeans,B-Clustering,0.207583,0.20098,0.887284,False
7,Smoothing,KMeans,B-Clustering,0.084718,0.072754,0.887284,False
7,FlipSchedule,KMeans,B-Clustering,0.616357,0.62759,0.887284,False
7,SuddenDrop,KMeans,B-Clustering,0.240168,0.234986,0.887284,False
7,SyntheticNoise,KMeans,B-Clustering,0.287827,0.284725,0.887284,False
7,FlatLine,KMeans,B-Clustering,0.522166,0.529288,0.887284,False
7,SpikeEvent,KMeans,B-Clustering,0.2638,0.25965,0.887284,False
8,normal,KMeans,B-Clustering,0.235993,0.230629,0.887284,False
8,PartialBypass,KMeans,B-Clustering,0.174693,0.166655,0.887284,False
8,Smoothing,KMeans,B-Clustering,0.125383,0.115193,0.887284,False
8,FlipSchedule,KMeans,B-Clustering,0.417645,0.420207,0.887284,False
8,SuddenDrop,KMeans,B-Clustering,0.220193,0.214139,0.887284,False
8,SyntheticNoise,KMeans,B-Clustering,0.248125,0.24329,0.887284,False
8,FlatLine,KMeans,B-Clustering,0.345054,0.344449,0.887284,False
8,SpikeEvent,KMeans,B-Clustering,0.661797,0.675012,0.887284,False
9,normal,KMeans,B-Clustering,0.484611,0.490095,0.887284,False
9,PartialBypass,KMeans,B-Clustering,0.166985,0.15861,0.887284,False
9,Smoothing,KMeans,B-Clustering,0.311475,0.309404,0.887284,False
9,FlipSchedule,KMeans,B-Clustering,0.843781,0.864936,0.887284,False
9,SuddenDrop,KMeans,B-Clustering,0.211726,0.205303,0.887284,False
9,SyntheticNoise,KMeans,B-Clustering,0.507413,0.513892,0.887284,False
9,FlatLine,KMeans,B-Clustering,0.503458,0.509764,0.887284,False
9,SpikeEvent,KMeans,B-Clustering,1.0,1.027972,0.887284,True
0,normal,LOF,B-Clustering,0.183656,0.22649,0.38945,False
0,PartialBypass,LOF,B-Clustering,0.221493,0.273151,0.38945,False
0,Smoothing,LOF,B-Clustering,0.042787,0.052766,0.38945,False
0,FlipSchedule,LOF,B-Clustering,0.263739,0.32525,0.38945,False
0,SuddenDrop,LOF,B-Clustering,0.479966,0.591908,0.38945,True
0,SyntheticNoise,LOF,B-Clustering,0.216967,0.267569,0.38945,False
0,FlatLine,LOF,B-Clustering,0.265146,0.326986,0.38945,False
0,SpikeEvent,LOF,B-Clustering,0.593724,0.732197,0.38945,True
1,normal,LOF,B-Clustering,0.056448,0.069613,0.38945,False
1,PartialBypass,LOF,B-Clustering,0.147385,0.181759,0.38945,False
1,Smoothing,LOF,B-Clustering,0.017404,0.021463,0.38945,False
1,FlipSchedule,LOF,B-Clustering,0.229079,0.282506,0.38945,False
1,SuddenDrop,LOF,B-Clustering,0.542991,0.669631,0.38945,True
1,SyntheticNoise,LOF,B-Clustering,0.074962,0.092445,0.38945,False
1,FlatLine,LOF,B-Clustering,0.148357,0.182958,0.38945,False
1,SpikeEvent,LOF,B-Clustering,0.4173,0.514626,0.38945,True
2,normal,LOF,B-Clustering,0.01553,0.019153,0.38945,False
2,PartialBypass,LOF,B-Clustering,0.142939,0.176276,0.38945,False
2,Smoothing,LOF,B-Clustering,0.01553,0.019153,0.38945,False
2,FlipSchedule,LOF,B-Clustering,0.064617,0.079687,0.38945,False
2,SuddenDrop,LOF,B-Clustering,0.507321,0.625642,0.38945,True
2,SyntheticNoise,LOF,B-Clustering,0.01553,0.019153,0.38945,False
2,FlatLine,LOF,B-Clustering,0.153611,0.189438,0.38945,False
2,SpikeEvent,LOF,B-Clustering,0.421192,0.519426,0.38945,True
3,normal,LOF,B-Clustering,0.074295,0.091622,0.38945,False
3,PartialBypass,LOF,B-Clustering,0.238195,0.293749,0.38945,False
3,Smoothing,LOF,B-Clustering,0.01553,0.019153,0.38945,False
3,FlipSchedule,LOF,B-Clustering,0.34644,0.42724,0.38945,True
3,SuddenDrop,LOF,B-Clustering,0.457768,0.564532,0.38945,True
3,SyntheticNoise,LOF,B-Clustering,0.113353,0.13979,0.38945,False
3,FlatLine,LOF,B-Clustering,0.178235,0.219804,0.38945,False
3,SpikeEvent,LOF,B-Clustering,0.074295,0.091622,0.38945,False
4,normal,LOF,B-Clustering,0.0,0.0,0.38945,False
4,PartialBypass,LOF,B-Clustering,0.188927,0.232989,0.38945,False
4,Smoothing,LOF,B-Clustering,0.0,0.0,0.38945,False
4,FlipSchedule,LOF,B-Clustering,0.116441,0.143599,0.38945,False
4,SuddenDrop,LOF,B-Clustering,0.544537,0.671538,0.38945,True
4,SyntheticNoise,LOF,B-Clustering,0.0,0.0,0.38945,False
4,FlatLine,LOF,B-Clustering,0.017604,0.021709,0.38945,False
4,SpikeEvent,LOF,B-Clustering,0.89234,1.100458,0.38945,True
5,normal,LOF,B-Clustering,0.022592,0.027861,0.38945,False
5,PartialBypass,LOF,B-Clustering,0.067535,0.083287,0.38945,False
5,Smoothing,LOF,B-Clustering,0.007879,0.009717,0.38945,False
5,FlipSchedule,LOF,B-Clustering,0.064747,0.079848,0.38945,False
5,SuddenDrop,LOF,B-Clustering,0.592145,0.730249,0.38945,True
5,SyntheticNoise,LOF,B-Clustering,0.029801,0.036752,0.38945,False
5,FlatLine,LOF,B-Clustering,0.242847,0.299486,0.38945,False
5,SpikeEvent,LOF,B-Clustering,0.764813,0.943188,0.38945,True
6,normal,LOF,B-Clustering,0.171188,0.211114,0.38945,False
6,PartialBypass,LOF,B-Clustering,0.050651,0.062464,0.38945,False
6,Smoothing,LOF,B-Clustering,0.038777,0.04782,0.38945,False
6,FlipSchedule,LOF,B-Clustering,0.323459,0.398899,0.38945,True
6,SuddenDrop,LOF,B-Clustering,0.522872,0.64482,0.38945,True
6,SyntheticNoise,LOF,B-Clustering,0.27319,0.336905,0.38945,False
6,FlatLine,LOF,B-Clustering,0.384641,0.47435,0.38945,True
6,SpikeEvent,LOF,B-Clustering,0.408638,0.503944,0.38945,True
7,normal,LOF,B-Clustering,0.801604,0.98856,0.38945,True
7,PartialBypass,LOF,B-Clustering,0.254157,0.313433,0.38945,False
7,Smoothing,LOF,B-Clustering,0.186977,0.230585,0.38945,False
7,FlipSchedule,LOF,B-Clustering,0.49841,0.614652,0.38945,True
7,SuddenDrop,LOF,B-Clustering,0.492311,0.607131,0.38945,True
7,SyntheticNoise,LOF,B-Clustering,0.703829,0.867981,0.38945,True
7,FlatLine,LOF,B-Clustering,0.984877,1.214578,0.38945,True
7,SpikeEvent,LOF,B-Clustering,0.637351,0.785999,0.38945,True
8,normal,LOF,B-Clustering,0.166536,0.205377,0.38945,False
8,PartialBypass,LOF,B-Clustering,0.198852,0.24523,0.38945,False
8,Smoothing,LOF,B-Clustering,0.062368,0.076914,0.38945,False
8,FlipSchedule,LOF,B-Clustering,0.27182,0.335216,0.38945,False
8,SuddenDrop,LOF,B-Clustering,0.314554,0.387916,0.38945,False
8,SyntheticNoise,LOF,B-Clustering,0.348605,0.429909,0.38945,True
8,FlatLine,LOF,B-Clustering,0.683802,0.843283,0.38945,True
8,SpikeEvent,LOF,B-Clustering,0.708684,0.873968,0.38945,True
9,normal,LOF,B-Clustering,0.267978,0.330478,0.38945,False
9,PartialBypass,LOF,B-Clustering,0.085489,0.105428,0.38945,False
9,Smoothing,LOF,B-Clustering,0.225781,0.278439,0.38945,False
9,FlipSchedule,LOF,B-Clustering,0.362262,0.446752,0.38945,True
9,SuddenDrop,LOF,B-Clustering,0.318341,0.392587,0.38945,True
9,SyntheticNoise,LOF,B-Clustering,0.319194,0.393638,0.38945,True
9,FlatLine,LOF,B-Clustering,0.466545,0.575356,0.38945,True
9,SpikeEvent,LOF,B-Clustering,1.0,1.233227,0.38945,True
0,normal,OCSVM,C-ML,0.347358,0.34716,0.99883,False
0,PartialBypass,OCSVM,C-ML,0.452108,0.451947,0.99883,False
0,Smoothing,OCSVM,C-ML,0.205412,0.205165,0.99883,False
0,FlipSchedule,OCSVM,C-ML,0.422022,0.421851,0.99883,False
0,SuddenDrop,OCSVM,C-ML,0.649598,0.649507,0.99883,False
0,SyntheticNoise,OCSVM,C-ML,0.377415,0.377228,0.99883,False
0,FlatLine,OCSVM,C-ML,0.41337,0.413196,0.99883,False
0,SpikeEvent,OCSVM,C-ML,0.578165,0.578049,0.99883,False
1,normal,OCSVM,C-ML,0.196445,0.196194,0.99883,False
1,PartialBypass,OCSVM,C-ML,0.382609,0.382424,0.99883,False
1,Smoothing,OCSVM,C-ML,0.152473,0.152207,0.99883,False
1,FlipSchedule,OCSVM,C-ML,0.307114,0.306902,0.99883,False
1,SuddenDrop,OCSVM,C-ML,0.691075,0.690998,0.99883,False
1,SyntheticNoise,OCSVM,C-ML,0.220384,0.220142,0.99883,False
1,FlatLine,OCSVM,C-ML,0.350573,0.350376,0.99883,False
1,SpikeEvent,OCSVM,C-ML,0.509539,0.509398,0.99883,False
2,normal,OCSVM,C-ML,0.096437,0.096151,0.99883,False
2,PartialBypass,OCSVM,C-ML,0.396662,0.396482,0.99883,False
2,Smoothing,OCSVM,C-ML,0.12452,0.124243,0.99883,False
2,FlipSchedule,OCSVM,C-ML,0.181629,0.181373,0.99883,False
2,SuddenDrop,OCSVM,C-ML,0.670612,0.670528,0.99883,False
2,SyntheticNoise,OCSVM,C-ML,0.102109,0.101825,0.99883,False
2,FlatLine,OCSVM,C-ML,0.37462,0.374432,0.99883,False
2,SpikeEvent,OCSVM,C-ML,0.373805,0.373616,0.99883,False
3,normal,OCSVM,C-ML,0.178121,0.177863,0.99883,False
3,PartialBypass,OCSVM,C-ML,0.473087,0.472934,0.99883,False
3,Smoothing,OCSVM,C-ML,0.076261,0.075968,0.99883,False
3,FlipSchedule,OCSVM,C-ML,0.346692,0.346494,0.99883,False
3,SuddenDrop,OCSVM,C-ML,0.637095,0.636999,0.99883,False
3,SyntheticNoise,OCSVM,C-ML,0.204644,0.204396,0.99883,False
3,FlatLine,OCSVM,C-ML,0.29811,0.297895,0.99883,False
3,SpikeEvent,OCSVM,C-ML,0.178121,0.177863,0.99883,False
4,normal,OCSVM,C-ML,0.025622,0.025311,0.99883,False
4,PartialBypass,OCSVM,C-ML,0.43753,0.437364,0.99883,False
4,Smoothing,OCSVM,C-ML,0.039657,0.039351,0.99883,False
4,FlipSchedule,OCSVM,C-ML,0.142711,0.142441,0.99883,False
4,SuddenDrop,OCSVM,C-ML,0.694038,0.693962,0.99883,False
4,SyntheticNoise,OCSVM,C-ML,0.04416,0.043855,0.99883,False
4,FlatLine,OCSVM,C-ML,0.136566,0.136294,0.99883,False
4,SpikeEvent,OCSVM,C-ML,0.777976,0.777931,0.99883,False
5,normal,OCSVM,C-ML,0.058245,0.057945,0.99883,False
5,PartialBypass,OCSVM,C-ML,0.241133,0.240898,0.99883,False
5,Smoothing,OCSVM,C-ML,0.012884,0.012569,0.99883,False
5,FlipSchedule,OCSVM,C-ML,0.086382,0.086092,0.99883,False
5,SuddenDrop,OCSVM,C-ML,0.721846,0.72178,0.99883,False
5,SyntheticNoise,OCSVM,C-ML,0.063003,0.062705,0.99883,False
5,FlatLine,OCSVM,C-ML,0.317573,0.317365,0.99883,False
5,SpikeEvent,OCSVM,C-ML,0.688503,0.688425,0.99883,False
6,normal,OCSVM,C-ML,0.120293,0.120015,0.99883,False
6,PartialBypass,OCSVM,C-ML,0.247544,0.247311,0.99883,False
6,Smoothing,OCSVM,C-ML,0.0,0.0,0.99883,False
6,FlipSchedule,OCSVM,C-ML,0.265591,0.265364,0.99883,False
6,SuddenDrop,OCSVM,C-ML,0.680601,0.680521,0.99883,False
6,SyntheticNoise,OCSVM,C-ML,0.215021,0.214777,0.99883,False
6,FlatLine,OCSVM,C-ML,0.336323,0.336121,0.99883,False
6,SpikeEvent,OCSVM,C-ML,0.312827,0.312617,0.99883,False
7,normal,OCSVM,C-ML,0.75989,0.759838,0.99883,False
7,PartialBypass,OCSVM,C-ML,0.381696,0.381511,0.99883,False
7,Smoothing,OCSVM,C-ML,0.059949,0.05965,0.99883,False
7,FlipSchedule,OCSVM,C-ML,0.717784,0.717717,0.99883,False
7,SuddenDrop,OCSVM,C-ML,0.660114,0.660026,0.99883,False
7,SyntheticNoise,OCSVM,C-ML,0.825019,0.82499,0.99883,False
7,FlatLine,OCSVM,C-ML,0.847694,0.847673,0.99883,False
7,SpikeEvent,OCSVM,C-ML,0.77702,0.776974,0.99883,False
8,normal,OCSVM,C-ML,0.417963,0.417791,0.99883,False
8,PartialBypass,OCSVM,C-ML,0.17478,0.174521,0.99883,False
8,Smoothing,OCSVM,C-ML,0.046249,0.045945,0.99883,False
8,FlipSchedule,OCSVM,C-ML,0.550272,0.550146,0.99883,False
8,SuddenDrop,OCSVM,C-ML,0.526771,0.526637,0.99883,False
8,SyntheticNoise,OCSVM,C-ML,0.558506,0.558383,0.99883,False
8,FlatLine,OCSVM,C-ML,0.649688,0.649597,0.99883,False
8,SpikeEvent,OCSVM,C-ML,0.992831,0.992862,0.99883,False
9,normal,OCSVM,C-ML,0.790698,0.790656,0.99883,False
9,PartialBypass,OCSVM,C-ML,0.113243,0.112963,0.99883,False
9,Smoothing,OCSVM,C-ML,0.498383,0.498239,0.99883,False
9,FlipSchedule,OCSVM,C-ML,0.874225,0.874213,0.99883,False
9,SuddenDrop,OCSVM,C-ML,0.532166,0.532033,0.99883,False
9,SyntheticNoise,OCSVM,C-ML,0.868418,0.868404,0.99883,False
9,FlatLine,OCSVM,C-ML,0.897113,0.897109,0.99883,False
9,SpikeEvent,OCSVM,C-ML,1.0,1.000033,0.99883,True
0,normal,OPTICS,B-Clustering,0.121813,0.152026,0.164255,False
0,PartialBypass,OPTICS,B-Clustering,0.147603,0.184212,0.164255,True
0,Smoothing,OPTICS,B-Clustering,0.094754,0.118256,0.164255,False
0,FlipSchedule,OPTICS,B-Clustering,0.171772,0.214376,0.164255,True
0,SuddenDrop,OPTICS,B-Clustering,0.207218,0.258613,0.164255,True
0,SyntheticNoise,OPTICS,B-Clustering,0.153799,0.191944,0.164255,True
0,FlatLine,OPTICS,B-Clustering,0.235256,0.293605,0.164255,True
0,SpikeEvent,OPTICS,B-Clustering,0.179459,0.223969,0.164255,True
1,normal,OPTICS,B-Clustering,0.142454,0.177786,0.164255,True
1,PartialBypass,OPTICS,B-Clustering,0.154145,0.192377,0.164255,True
1,Smoothing,OPTICS,B-Clustering,0.031656,0.039508,0.164255,False
1,FlipSchedule,OPTICS,B-Clustering,0.248844,0.310564,0.164255,True
1,SuddenDrop,OPTICS,B-Clustering,0.211179,0.263556,0.164255,True
1,SyntheticNoise,OPTICS,B-Clustering,0.143371,0.178931,0.164255,True
1,FlatLine,OPTICS,B-Clustering,0.11113,0.138693,0.164255,False
1,SpikeEvent,OPTICS,B-Clustering,0.37134,0.463441,0.164255,True
2,normal,OPTICS,B-Clustering,0.000381,0.000476,0.164255,False
2,PartialBypass,OPTICS,B-Clustering,0.126986,0.158482,0.164255,False
2,Smoothing,OPTICS,B-Clustering,0.046998,0.058655,0.164255,False
2,FlipSchedule,OPTICS,B-Clustering,0.17991,0.224531,0.164255,True
