Detector,Familia,DR_global,AR_global,tau,TipoAnomalia,DR_tipo,n_tipo,n_orig,muestra
SigKernel_d2,Signatures,0.0571,0.1017,0.4187,Smoothing,0.2,5,118,single_house
SigKernel_d2,Signatures,0.0571,0.1017,0.4187,FlipSchedule,0.0,5,118,single_house
SigKernel_d2,Signatures,0.0571,0.1017,0.4187,SuddenDrop,0.2,5,118,single_house
SigKernel_d2,Signatures,0.0571,0.1017,0.4187,SyntheticNoise,0.0,5,118,single_house
SigKernel_d2,Signatures,0.0571,0.1017,0.4187,FlatLine,0.0,5,118,single_house
SigKernel_d2,Signatures,0.0571,0.1017,0.4187,SpikeEvent,0.0,5,118,single_house
SigMaHaKNN_d3_k3,Signatures,0.1714,0.1017,0.1724,PartialBypass,0.0,5,118,single_house
SigMaHaKNN_d3_k3,Signatures,0.1714,0.1017,0.1724,Smoothing,0.0,5,118,single_house
SigMaHaKNN_d3_k3,Signatures,0.1714,0.1017,0.1724,FlipSchedule,0.2,5,118,single_house
SigMaHaKNN_d3_k3,Signatures,0.1714,0.1017,0.1724,SuddenDrop,0.2,5,118,single_house
SigMaHaKNN_d3_k3,Signatures,0.1714,0.1017,0.1724,SyntheticNoise,0.0,5,118,single_house
SigMaHaKNN_d3_k3,Signatures,0.1714,0.1017,0.1724,FlatLine,0.4,5,118,single_house
SigMaHaKNN_d3_k3,Signatures,0.1714,0.1017,0.1724,SpikeEvent,0.4,5,118,single_house
SigMaHaKNN_d3_k10,Signatures,0.1714,0.1017,0.1724,PartialBypass,0.0,5,118,single_house
SigMaHaKNN_d3_k10,Signatures,0.1714,0.1017,0.1724,Smoothing,0.0,5,118,single_house
SigMaHaKNN_d3_k10,Signatures,0.1714,0.1017,0.1724,FlipSchedule,0.2,5,118,single_house
SigMaHaKNN_d3_k10,Signatures,0.1714,0.1017,0.1724,SuddenDrop,0.2,5,118,single_house
SigMaHaKNN_d3_k10,Signatures,0.1714,0.1017,0.1724,SyntheticNoise,0.0,5,118,single_house
SigMaHaKNN_d3_k10,Signatures,0.1714,0.1017,0.1724,FlatLine,0.4,5,118,single_house
SigMaHaKNN_d3_k10,Signatures,0.1714,0.1017,0.1724,SpikeEvent,0.4,5,118,single_house
SigMaHaKNN_d3_k20,Signatures,0.1714,0.1017,0.2279,PartialBypass,0.0,5,118,single_house
SigMaHaKNN_d3_k20,Signatures,0.1714,0.1017,0.2279,Smoothing,0.0,5,118,single_house
SigMaHaKNN_d3_k20,Signatures,0.1714,0.1017,0.2279,FlipSchedule,0.2,5,118,single_house
SigMaHaKNN_d3_k20,Signatures,0.1714,0.1017,0.2279,SuddenDrop,0.0,5,118,single_house
SigMaHaKNN_d3_k20,Signatures,0.1714,0.1017,0.2279,SyntheticNoise,0.2,5,118,single_house
SigMaHaKNN_d3_k20,Signatures,0.1714,0.1017,0.2279,FlatLine,0.4,5,118,single_house
SigMaHaKNN_d3_k20,Signatures,0.1714,0.1017,0.2279,SpikeEvent,0.4,5,118,single_house
SigKernel_d3,Signatures,0.0286,0.1017,0.9888,PartialBypass,0.0,5,118,single_house
SigKernel_d3,Signatures,0.0286,0.1017,0.9888,Smoothing,0.0,5,118,single_house
SigKernel_d3,Signatures,0.0286,0.1017,0.9888,FlipSchedule,0.0,5,118,single_house
SigKernel_d3,Signatures,0.0286,0.1017,0.9888,SuddenDrop,0.0,5,118,single_house
SigKernel_d3,Signatures,0.0286,0.1017,0.9888,SyntheticNoise,0.2,5,118,single_house
SigKernel_d3,Signatures,0.0286,0.1017,0.9888,FlatLine,0.0,5,118,single_house
SigKernel_d3,Signatures,0.0286,0.1017,0.9888,SpikeEvent,0.0,5,118,single_house
SigMaHaKNN_d4_k3,Signatures,0.2,0.1017,0.0482,PartialBypass,0.0,5,118,single_house
SigMaHaKNN_d4_k3,Signatures,0.2,0.1017,0.0482,Smoothing,0.0,5,118,single_house
SigMaHaKNN_d4_k3,Signatures,0.2,0.1017,0.0482,FlipSchedule,0.2,5,118,single_house
SigMaHaKNN_d4_k3,Signatures,0.2,0.1017,0.0482,SuddenDrop,0.2,5,118,single_house
SigMaHaKNN_d4_k3,Signatures,0.2,0.1017,0.0482,SyntheticNoise,0.2,5,118,single_house
SigMaHaKNN_d4_k3,Signatures,0.2,0.1017,0.0482,FlatLine,0.2,5,118,single_house
SigMaHaKNN_d4_k3,Signatures,0.2,0.1017,0.0482,SpikeEvent,0.6,5,118,single_house
SigMaHaKNN_d4_k10,Signatures,0.2,0.1017,0.0482,PartialBypass,0.0,5,118,single_house
SigMaHaKNN_d4_k10,Signatures,0.2,0.1017,0.0482,Smoothing,0.0,5,118,single_house
SigMaHaKNN_d4_k10,Signatures,0.2,0.1017,0.0482,FlipSchedule,0.2,5,118,single_house
SigMaHaKNN_d4_k10,Signatures,0.2,0.1017,0.0482,SuddenDrop,0.2,5,118,single_house
SigMaHaKNN_d4_k10,Signatures,0.2,0.1017,0.0482,SyntheticNoise,0.2,5,118,single_house
SigMaHaKNN_d4_k10,Signatures,0.2,0.1017,0.0482,FlatLine,0.2,5,118,single_house
SigMaHaKNN_d4_k10,Signatures,0.2,0.1017,0.0482,SpikeEvent,0.6,5,118,single_house
SigMaHaKNN_d4_k20,Signatures,0.2,0.1017,0.1983,PartialBypass,0.2,5,118,single_house
SigMaHaKNN_d4_k20,Signatures,0.2,0.1017,0.1983,Smoothing,0.0,5,118,single_house
SigMaHaKNN_d4_k20,Signatures,0.2,0.1017,0.1983,FlipSchedule,0.2,5,118,single_house
SigMaHaKNN_d4_k20,Signatures,0.2,0.1017,0.1983,SuddenDrop,0.0,5,118,single_house
SigMaHaKNN_d4_k20,Signatures,0.2,0.1017,0.1983,SyntheticNoise,0.2,5,118,single_house
SigMaHaKNN_d4_k20,Signatures,0.2,0.1017,0.1983,FlatLine,0.2,5,118,single_house
SigMaHaKNN_d4_k20,Signatures,0.2,0.1017,0.1983,SpikeEvent,0.6,5,118,single_house
SigKernel_d4,Signatures,0.0286,0.1017,0.9879,PartialBypass,0.2,5,118,single_house
SigKernel_d4,Signatures,0.0286,0.1017,0.9879,Smoothing,0.0,5,118,single_house
SigKernel_d4,Signatures,0.0286,0.1017,0.9879,FlipSchedule,0.0,5,118,single_house
SigKernel_d4,Signatures,0.0286,0.1017,0.9879,SuddenDrop,0.0,5,118,single_house
SigKernel_d4,Signatures,0.0286,0.1017,0.9879,SyntheticNoise,0.0,5,118,single_house
SigKernel_d4,Signatures,0.0286,0.1017,0.9879,FlatLine,0.0,5,118,single_house
SigKernel_d4,Signatures,0.0286,0.1017,0.9879,SpikeEvent,0.0,5,118,single_house
