Detector,Familia,DR_global,AR_global,tau,TipoAnomalia,DR_tipo,n_tipo,n_orig,muestra
SigMaHaKNN_d2_k10,Signatures,0.0595,0.1019,0.2414,FlatLine,0.0,12,265,annual
SigMaHaKNN_d2_k10,Signatures,0.0595,0.1019,0.2414,SpikeEvent,0.1666666666666666,12,265,annual
SigMaHaKNN_d2_k20,Signatures,0.0357,0.1019,0.2378,PartialBypass,0.0,12,265,annual
SigMaHaKNN_d2_k20,Signatures,0.0357,0.1019,0.2378,Smoothing,0.0,12,265,annual
SigMaHaKNN_d2_k20,Signatures,0.0357,0.1019,0.2378,FlipSchedule,0.0833333333333333,12,265,annual
SigMaHaKNN_d2_k20,Signatures,0.0357,0.1019,0.2378,SuddenDrop,0.0,12,265,annual
SigMaHaKNN_d2_k20,Signatures,0.0357,0.1019,0.2378,SyntheticNoise,0.0833333333333333,12,265,annual
SigMaHaKNN_d2_k20,Signatures,0.0357,0.1019,0.2378,FlatLine,0.0833333333333333,12,265,annual
SigMaHaKNN_d2_k20,Signatures,0.0357,0.1019,0.2378,SpikeEvent,0.0,12,265,annual
SigKernel_d2,Signatures,0.1429,0.1019,0.3169,PartialBypass,0.0833333333333333,12,265,annual
SigKernel_d2,Signatures,0.1429,0.1019,0.3169,Smoothing,0.3333333333333333,12,265,annual
SigKernel_d2,Signatures,0.1429,0.1019,0.3169,FlipSchedule,0.0833333333333333,12,265,annual
SigKernel_d2,Signatures,0.1429,0.1019,0.3169,SuddenDrop,0.1666666666666666,12,265,annual
SigKernel_d2,Signatures,0.1429,0.1019,0.3169,SyntheticNoise,0.0,12,265,annual
SigKernel_d2,Signatures,0.1429,0.1019,0.3169,FlatLine,0.1666666666666666,12,265,annual
SigKernel_d2,Signatures,0.1429,0.1019,0.3169,SpikeEvent,0.1666666666666666,12,265,annual
SigMaHaKNN_d3_k3,Signatures,0.0357,0.1019,0.3042,PartialBypass,0.0,12,265,annual
SigMaHaKNN_d3_k3,Signatures,0.0357,0.1019,0.3042,Smoothing,0.0,12,265,annual
SigMaHaKNN_d3_k3,Signatures,0.0357,0.1019,0.3042,FlipSchedule,0.0833333333333333,12,265,annual
SigMaHaKNN_d3_k3,Signatures,0.0357,0.1019,0.3042,SuddenDrop,0.0,12,265,annual
SigMaHaKNN_d3_k3,Signatures,0.0357,0.1019,0.3042,SyntheticNoise,0.0,12,265,annual
SigMaHaKNN_d3_k3,Signatures,0.0357,0.1019,0.3042,FlatLine,0.0833333333333333,12,265,annual
SigMaHaKNN_d3_k3,Signatures,0.0357,0.1019,0.3042,SpikeEvent,0.0833333333333333,12,265,annual
SigMaHaKNN_d3_k10,Signatures,0.0357,0.1019,0.3042,PartialBypass,0.0,12,265,annual
SigMaHaKNN_d3_k10,Signatures,0.0357,0.1019,0.3042,Smoothing,0.0,12,265,annual
SigMaHaKNN_d3_k10,Signatures,0.0357,0.1019,0.3042,FlipSchedule,0.0833333333333333,12,265,annual
SigMaHaKNN_d3_k10,Signatures,0.0357,0.1019,0.3042,SuddenDrop,0.0,12,265,annual
SigMaHaKNN_d3_k10,Signatures,0.0357,0.1019,0.3042,SyntheticNoise,0.0,12,265,annual
SigMaHaKNN_d3_k10,Signatures,0.0357,0.1019,0.3042,FlatLine,0.0833333333333333,12,265,annual
SigMaHaKNN_d3_k10,Signatures,0.0357,0.1019,0.3042,SpikeEvent,0.0833333333333333,12,265,annual
SigMaHaKNN_d3_k20,Signatures,0.0595,0.1019,0.282,PartialBypass,0.0,12,265,annual
SigMaHaKNN_d3_k20,Signatures,0.0595,0.1019,0.282,Smoothing,0.0,12,265,annual
SigMaHaKNN_d3_k20,Signatures,0.0595,0.1019,0.282,FlipSchedule,0.0833333333333333,12,265,annual
SigMaHaKNN_d3_k20,Signatures,0.0595,0.1019,0.282,SuddenDrop,0.0,12,265,annual
SigMaHaKNN_d3_k20,Signatures,0.0595,0.1019,0.282,SyntheticNoise,0.0833333333333333,12,265,annual
SigMaHaKNN_d3_k20,Signatures,0.0595,0.1019,0.282,FlatLine,0.0833333333333333,12,265,annual
SigMaHaKNN_d3_k20,Signatures,0.0595,0.1019,0.282,SpikeEvent,0.1666666666666666,12,265,annual
SigKernel_d3,Signatures,0.0833,0.1019,0.9448,PartialBypass,0.0833333333333333,12,265,annual
SigKernel_d3,Signatures,0.0833,0.1019,0.9448,Smoothing,0.0,12,265,annual
SigKernel_d3,Signatures,0.0833,0.1019,0.9448,FlipSchedule,0.1666666666666666,12,265,annual
SigKernel_d3,Signatures,0.0833,0.1019,0.9448,SuddenDrop,0.0,12,265,annual
SigKernel_d3,Signatures,0.0833,0.1019,0.9448,SyntheticNoise,0.1666666666666666,12,265,annual
SigKernel_d3,Signatures,0.0833,0.1019,0.9448,FlatLine,0.1666666666666666,12,265,annual
SigKernel_d3,Signatures,0.0833,0.1019,0.9448,SpikeEvent,0.0,12,265,annual
SigMaHaKNN_d4_k3,Signatures,0.0595,0.1019,0.0837,PartialBypass,0.0,12,265,annual
SigMaHaKNN_d4_k3,Signatures,0.0595,0.1019,0.0837,Smoothing,0.0,12,265,annual
SigMaHaKNN_d4_k3,Signatures,0.0595,0.1019,0.0837,FlipSchedule,0.0,12,265,annual
SigMaHaKNN_d4_k3,Signatures,0.0595,0.1019,0.0837,SuddenDrop,0.0,12,265,annual
SigMaHaKNN_d4_k3,Signatures,0.0595,0.1019,0.0837,SyntheticNoise,0.0,12,265,annual
SigMaHaKNN_d4_k3,Signatures,0.0595,0.1019,0.0837,FlatLine,0.0833333333333333,12,265,annual
SigMaHaKNN_d4_k3,Signatures,0.0595,0.1019,0.0837,SpikeEvent,0.3333333333333333,12,265,annual
SigMaHaKNN_d4_k10,Signatures,0.0595,0.1019,0.0837,PartialBypass,0.0,12,265,annual
SigMaHaKNN_d4_k10,Signatures,0.0595,0.1019,0.0837,Smoothing,0.0,12,265,annual
SigMaHaKNN_d4_k10,Signatures,0.0595,0.1019,0.0837,FlipSchedule,0.0,12,265,annual
SigMaHaKNN_d4_k10,Signatures,0.0595,0.1019,0.0837,SuddenDrop,0.0,12,265,annual
SigMaHaKNN_d4_k10,Signatures,0.0595,0.1019,0.0837,SyntheticNoise,0.0,12,265,annual
SigMaHaKNN_d4_k10,Signatures,0.0595,0.1019,0.0837,FlatLine,0.0833333333333333,12,265,annual
SigMaHaKNN_d4_k10,Signatures,0.0595,0.1019,0.0837,SpikeEvent,0.3333333333333333,12,265,annual
SigMaHaKNN_d4_k20,Signatures,0.0595,0.1019,0.1525,PartialBypass,0.0,12,265,annual
SigMaHaKNN_d4_k20,Signatures,0.0595,0.1019,0.1525,Smoothing,0.0,12,265,annual
SigMaHaKNN_d4_k20,Signatures,0.0595,0.1019,0.1525,FlipSchedule,0.0,12,265,annual
SigMaHaKNN_d4_k20,Signatures,0.0595,0.1019,0.1525,SuddenDrop,0.0,12,265,annual
SigMaHaKNN_d4_k20,Signatures,0.0595,0.1019,0.1525,SyntheticNoise,0.0,12,265,annual
SigMaHaKNN_d4_k20,Signatures,0.0595,0.1019,0.1525,FlatLine,0.0833333333333333,12,265,annual
SigMaHaKNN_d4_k20,Signatures,0.0595,0.1019,0.1525,SpikeEvent,0.3333333333333333,12,265,annual
SigKernel_d4,Signatures,0.0714,0.1019,0.99,PartialBypass,0.0,12,265,annual
SigKernel_d4,Signatures,0.0714,0.1019,0.99,Smoothing,0.0,12,265,annual
SigKernel_d4,Signatures,0.0714,0.1019,0.99,FlipSchedule,0.0833333333333333,12,265,annual
SigKernel_d4,Signatures,0.0714,0.1019,0.99,SuddenDrop,0.0,12,265,annual
SigKernel_d4,Signatures,0.0714,0.1019,0.99,SyntheticNoise,0.0833333333333333,12,265,annual
SigKernel_d4,Signatures,0.0714,0.1019,0.99,FlatLine,0.0833333333333333,12,265,annual
SigKernel_d4,Signatures,0.0714,0.1019,0.99,SpikeEvent,0.25,12,265,annual
